Nombre,Código UTA 2020,Código UTA 2010,Latitud,Longitud,Municipio,Departamento,Provincia,Superficie en km²,Población,Densidad Poblacional hab/km²,Ruta raiz de servicos OWS,Capa,Filtros de la Capa
COLONIA SAN LORENZO,2.2049E+14,2.2049E+14,-26.9685688,-60.87346268,CORZUELA,GENERAL BELGRANO,CHACO,,,,,,
CAMPO CANTON,2.2049E+14,2.2049E+14,-26.96507701,-61.03071359,CORZUELA,GENERAL BELGRANO,CHACO,,,,,,
PAMPA ALSINA,2.2049E+14,2.2049E+14,-26.99396507,-60.85775195,CORZUELA,GENERAL BELGRANO,CHACO,,,,,,
CORZUELA,2.2049E+14,2.2049E+14,-26.95567601,-60.97075741,CORZUELA,GENERAL BELGRANO,CHACO,,,,,,
LA CIENAGA,7.40636E+14,7.40636E+14,-32.41791916,-65.48777771,LAS AGUADAS,LIBERTADOR GENERAL SAN MARTÍN,SAN LUIS,,,,,,
LAS AGUADAS,7.40636E+14,7.40636E+14,-32.37635805,-65.50120414,LAS AGUADAS,LIBERTADOR GENERAL SAN MARTÍN,SAN LUIS,,,,,,
TALA VERDE,7.40636E+14,7.40636E+14,-32.40896557,-65.56209159,LAS AGUADAS,LIBERTADOR GENERAL SAN MARTÍN,SAN LUIS,,,,,,
EL PUESTO,7.40636E+14,7.40636E+14,-32.34642911,-65.46720015,LAS AGUADAS,LIBERTADOR GENERAL SAN MARTÍN,SAN LUIS,,,,,,
LOS MOLLES,7.40636E+14,7.40636E+14,-32.35809326,-65.52952576,LAS AGUADAS,LIBERTADOR GENERAL SAN MARTÍN,SAN LUIS,,,,,,
CAÑADON SECO,7.80145E+14,7.80145E+14,-46.55884577,-67.61685637,CAÑADON SECO,DESEADO,SANTA CRUZ,,,,,,
LA ESCALERA,4.6126E+14,4.6126E+14,-29.14089012,-67.1574707,SANAGASTA,SANAGASTA,LA RIOJA,,,,,,
LA TORRECITA,4.6126E+14,4.6126E+14,-29.17715073,-67.04329681,SANAGASTA,SANAGASTA,LA RIOJA,,,,,,
HUACO,4.6126E+14,4.6126E+14,-29.16052455,-67.09195563,SANAGASTA,SANAGASTA,LA RIOJA,,,,,,
VILLA SANAGASTA,4.6126E+14,4.6126E+14,-29.30644915,-67.04140974,SANAGASTA,SANAGASTA,LA RIOJA,,,,,,
ADROGUE,6.028E+13,6.028E+13,-34.80155807,-58.39146772,ALMIRANTE BROWN,ALMIRANTE BROWN,BUENOS AIRES,,,,,,
JOSE MARMOL,6.028E+13,6.028E+13,-34.78514425,-58.36814756,ALMIRANTE BROWN,ALMIRANTE BROWN,BUENOS AIRES,,,,,,
SAN JOSE,6.028E+13,6.028E+13,-34.76737719,-58.34327714,ALMIRANTE BROWN,ALMIRANTE BROWN,BUENOS AIRES,,,,,,
RAFAEL CALZADA,6.028E+13,6.028E+13,-34.79113675,-58.35059818,ALMIRANTE BROWN,ALMIRANTE BROWN,BUENOS AIRES,,,,,,
CLAYPOLE,6.028E+13,6.028E+13,-34.80447591,-58.34478255,ALMIRANTE BROWN,ALMIRANTE BROWN,BUENOS AIRES,,,,,,
MINISTRO RIVADAVIA,6.028E+13,6.028E+13,-34.8556895,-58.36164654,ALMIRANTE BROWN,ALMIRANTE BROWN,BUENOS AIRES,,,,,,
BURZACO,6.028E+13,6.028E+13,-34.83154159,-58.39868749,ALMIRANTE BROWN,ALMIRANTE BROWN,BUENOS AIRES,,,,,,
MALVINAS ARGENTINAS,6.028E+13,6.028E+13,-34.81895832,-58.42356106,ALMIRANTE BROWN,ALMIRANTE BROWN,BUENOS AIRES,,,,,,
GLEW,6.028E+13,6.028E+13,-34.88601142,-58.38183018,ALMIRANTE BROWN,ALMIRANTE BROWN,BUENOS AIRES,,,,,,
LONGCHAMPS,6.028E+13,6.028E+13,-34.86094503,-58.38914769,ALMIRANTE BROWN,ALMIRANTE BROWN,BUENOS AIRES,,,,,,
DON ORIONE,6.028E+13,6.028E+13,-34.82107516,-58.3447458,ALMIRANTE BROWN,ALMIRANTE BROWN,BUENOS AIRES,,,,,,
SAN FRANCISCO SOLANO,6.028E+13,6.028E+13,-34.78667436,-58.32193635,ALMIRANTE BROWN,ALMIRANTE BROWN,BUENOS AIRES,,,,,,
BELL VILLE,1.41822E+14,1.41822E+14,-32.62856008,-62.68911491,BELL VILLE,UNION,CÓRDOBA,,,,,,
COLONIA COMPIANI,1.41822E+14,1.41822E+14,-32.567857,-62.6776939,BELL VILLE,UNION,CÓRDOBA,,,,,,
CALETA OLIVIA,7.8014E+14,7.8014E+14,-46.44594923,-67.5251565,CALETA OLIVIA,DESEADO,SANTA CRUZ,,,,,,
NUEVA VIZCAYA,3.00359E+14,3.00359E+14,-30.96851498,-58.61274793,NUEVA VIZCAYA,FEDERAL,ENTRE RÍOS,,,,,,
TORTUGUITAS,6.41204E+13,6.41204E+13,-34.4918484,-58.78637803,JOSE C PAZ,JOSE C PAZ,BUENOS AIRES,,,,,,
DEL VISO,6.41204E+13,6.41204E+13,-34.4804958,-58.8042589,JOSE C PAZ,JOSE C PAZ,BUENOS AIRES,,,,,,
JOSE C. PAZ,6.41204E+13,6.41204E+13,-34.5211612,-58.77088111,JOSE C PAZ,JOSE C PAZ,BUENOS AIRES,,,,,,
GARZA,8.61826E+14,8.61826E+14,-28.16406406,-63.46934561,GARZA,SARMIENTO,SANTIAGO DEL ESTERO,,,,,,
LA VIGIA,6.68607E+13,6.68607E+13,-34.3064955,-60.6245184,ROJAS,ROJAS,BUENOS AIRES,,,,,,
LA VUELTA,6.68607E+13,6.68607E+13,-34.3166668,-60.7466182,ROJAS,ROJAS,BUENOS AIRES,,,,,,
ROBERTO CANO,6.68607E+13,6.68607E+13,-34.08765152,-60.6672564,ROJAS,ROJAS,BUENOS AIRES,,,,,,
SANTA FELISA,6.68607E+13,6.68607E+13,-34.2870114,-60.6908135,ROJAS,ROJAS,BUENOS AIRES,,,,,,
LA SOLEDAD,6.68607E+13,6.68607E+13,-34.307846,-61.0004538,ROJAS,ROJAS,BUENOS AIRES,,,,,,
LA CALDERA,6.68607E+13,6.68607E+13,-34.18149567,-60.79748154,ROJAS,ROJAS,BUENOS AIRES,,,,,,
LOS INDIOS,6.68607E+13,6.68607E+13,-34.37356961,-60.65237103,ROJAS,ROJAS,BUENOS AIRES,,,,,,
LA CONCEPCION,6.68607E+13,6.68607E+13,-34.20364677,-60.95285202,ROJAS,ROJAS,BUENOS AIRES,,,,,,
LA ROJERA,6.68607E+13,6.68607E+13,-34.1578906,-60.7016991,ROJAS,ROJAS,BUENOS AIRES,,,,,,
LA BEBA,6.68607E+13,6.68607E+13,-34.15443879,-61.01287112,ROJAS,ROJAS,BUENOS AIRES,,,,,,
BARRIO LAS MARGARITAS,6.68607E+13,6.68607E+13,-34.19323742,-60.6820265,ROJAS,ROJAS,BUENOS AIRES,,,,,,
LAS CARABELAS,6.68607E+13,6.68607E+13,-34.03810027,-60.86852642,ROJAS,ROJAS,BUENOS AIRES,,,,,,
LAS POLVAREDAS,6.68607E+13,6.68607E+13,-34.1614703,-60.6092371,ROJAS,ROJAS,BUENOS AIRES,,,,,,
LA VUELTA CHICA,6.68607E+13,6.68607E+13,-34.35242462,-60.7453537,ROJAS,ROJAS,BUENOS AIRES,,,,,,
HUNTER,6.68607E+13,6.68607E+13,-34.2433108,-60.532499,ROJAS,ROJAS,BUENOS AIRES,,,,,,
VILLA MANUEL POMAR,6.68607E+13,6.68607E+13,-33.91595088,-60.93793802,ROJAS,ROJAS,BUENOS AIRES,,,,,,
LA TIGRA,6.68607E+13,6.68607E+13,-34.00621414,-60.98638916,ROJAS,ROJAS,BUENOS AIRES,,,,,,
ROJAS,6.68607E+13,6.68607E+13,-34.18722923,-60.71794119,ROJAS,ROJAS,BUENOS AIRES,,,,,,
ESTACION SOL DE MAYO,6.68607E+13,6.68607E+13,-34.26894485,-60.87177734,ROJAS,ROJAS,BUENOS AIRES,,,,,,
RAFAEL OBLIGADO,6.68607E+13,6.68607E+13,-34.35881325,-60.78456933,ROJAS,ROJAS,BUENOS AIRES,,,,,,
VILLA PARQUE CECIR,6.68607E+13,6.68607E+13,-34.1707176,-60.74383368,ROJAS,ROJAS,BUENOS AIRES,,,,,,
LA VERDE,6.68607E+13,6.68607E+13,-34.0764093,-60.9715417,ROJAS,ROJAS,BUENOS AIRES,,,,,,
SAN BASILIO,6.68607E+13,6.68607E+13,-34.4720436,-60.6832105,ROJAS,ROJAS,BUENOS AIRES,,,,,,
VILLA GENERAL MITRE,8.6007E+14,8.6007E+14,-29.13963572,-62.56239605,PINTO,AGUIRRE,SANTIAGO DEL ESTERO,,,,,,
SAN ROQUE,1.40072E+14,1.40072E+14,-32.2162493,-64.6720222,AMBOY,CALAMUCHITA,CÓRDOBA,,,,,,
CERRO PELADO,1.40072E+14,1.40072E+14,-32.2183924,-64.6415206,AMBOY,CALAMUCHITA,CÓRDOBA,,,,,,
AMBOY,1.40072E+14,1.40072E+14,-32.17591652,-64.57654832,AMBOY,CALAMUCHITA,CÓRDOBA,,,,,,
FLORIDA NEGRA,7.8042E+14,7.8042E+14,-48.42013168,-67.35490418,AREA SIN GOBIERNO,MAGALLANES,SANTA CRUZ,,,,,,
BELLA VISTA,7.8042E+14,7.8042E+14,-49.06422424,-68.32466888,AREA SIN GOBIERNO,MAGALLANES,SANTA CRUZ,,,,,,
EL SALADO,7.8042E+14,7.8042E+14,-48.73167419,-67.70140839,AREA SIN GOBIERNO,MAGALLANES,SANTA CRUZ,,,,,,
SUARDI,8.20914E+14,8.20914E+14,-30.53614535,-61.96168058,SUARDI,SAN CRISTOBAL,SANTA FE,,,,,,
COLONIA SAN JOSE,3.80946E+14,3.80946E+14,-23.40235447,-65.39104516,HUACALERA,TILCARA,JUJUY,,,,,,
ALONSO,3.80946E+14,3.80946E+14,-23.44775,-65.24884,HUACALERA,TILCARA,JUJUY,,,,,,
VOLCAN DE YACORAITE,3.80946E+14,3.80946E+14,-23.326789,-65.47565899,HUACALERA,TILCARA,JUJUY,,,,,,
YACORAITE,3.80946E+14,3.80946E+14,-23.40235447,-65.39104516,HUACALERA,TILCARA,JUJUY,,,,,,
HUACALERA,3.80946E+14,3.80946E+14,-23.43416426,-65.35133414,HUACALERA,TILCARA,JUJUY,,,,,,
LA TOMA,7.4021E+14,7.4021E+14,-33.05443762,-65.62269821,LA TOMA,CORONEL PRINGLES,SAN LUIS,,,,,,
MAQUINCHAO,6.2091E+14,6.2091E+14,-41.24751656,-68.70034107,MAQUINCHAO,25 DE MAYO,RÍO NEGRO,,,,,,
CALLE ANGOSTA,6.30103E+13,6.30103E+13,-35.83441,-58.47736003,GENERAL BELGRANO,GENERAL BELGRANO,BUENOS AIRES,,,,,,
NEWTON,6.30103E+13,6.30103E+13,-35.9302358,-58.7735013,GENERAL BELGRANO,GENERAL BELGRANO,BUENOS AIRES,,,,,,
SAN MARTIN,6.30103E+13,6.30103E+13,-35.8099286,-58.7384442,GENERAL BELGRANO,GENERAL BELGRANO,BUENOS AIRES,,,,,,
CHAS,6.30103E+13,6.30103E+13,-35.8738986,-58.5835485,GENERAL BELGRANO,GENERAL BELGRANO,BUENOS AIRES,,,,,,
GENERAL BELGRANO,6.30103E+13,6.30103E+13,-35.76945774,-58.49446151,GENERAL BELGRANO,GENERAL BELGRANO,BUENOS AIRES,,,,,,
LA VERDE,6.30103E+13,6.30103E+13,-35.7960497,-58.5902581,GENERAL BELGRANO,GENERAL BELGRANO,BUENOS AIRES,,,,,,
GORCHS,6.30103E+13,6.30103E+13,-35.67337296,-58.95829996,GENERAL BELGRANO,GENERAL BELGRANO,BUENOS AIRES,,,,,,
EL DESCANSO,6.30103E+13,6.30103E+13,-35.78064575,-58.49520841,GENERAL BELGRANO,GENERAL BELGRANO,BUENOS AIRES,,,,,,
COLONIA EL SALADO,6.30103E+13,6.30103E+13,-35.84859,-58.41628003,GENERAL BELGRANO,GENERAL BELGRANO,BUENOS AIRES,,,,,,
LAVALLE,1.8091E+14,1.8091E+14,-29.02498125,-59.18185701,LAVALLE,LAVALLE,CORRIENTES,,,,,,
PUERTO VIEJO,1.8091E+14,1.8091E+14,-29.0035214,-59.1726468,LAVALLE,LAVALLE,CORRIENTES,,,,,,
LA LOMA,1.8091E+14,1.8091E+14,-28.9843867,-59.1486856,LAVALLE,LAVALLE,CORRIENTES,,,,,,
RINCON DE SANTA LUCIA,1.8091E+14,1.8091E+14,-29.02399735,-59.1433639,LAVALLE,LAVALLE,CORRIENTES,,,,,,
RINCON DE SOTO,1.8091E+14,1.8091E+14,-29.065367,-59.2059937,LAVALLE,LAVALLE,CORRIENTES,,,,,,
ENRIQUE URIEN,2.2098E+14,2.2098E+14,-27.55872515,-60.52599075,ENRIQUE URIEN,MAYOR LUIS J FONTANA,CHACO,,,,,,
LA VIRUELA,2.2098E+14,2.2098E+14,-27.86480153,-60.36781951,ENRIQUE URIEN,MAYOR LUIS J FONTANA,CHACO,,,,,,
LA MANUELA,2.2098E+14,2.2098E+14,-27.87571085,-60.64802151,ENRIQUE URIEN,MAYOR LUIS J FONTANA,CHACO,,,,,,
LA CARLOTA,2.2098E+14,2.2098E+14,-27.64495658,-60.70773077,ENRIQUE URIEN,MAYOR LUIS J FONTANA,CHACO,,,,,,
CAMPO COLLA,8.20703E+14,8.20703E+14,-31.768503,-61.3988686,SANTA CLARA DE BUENA VISTA,LAS COLONIAS,SANTA FE,,,,,,
LAS HIGUERITAS,8.20703E+14,8.20703E+14,-31.8169489,-61.1663277,SANTA CLARA DE BUENA VISTA,LAS COLONIAS,SANTA FE,,,,,,
CORONEL RODRIGUEZ,8.20703E+14,8.20703E+14,-31.7032972,-61.2418905,SANTA CLARA DE BUENA VISTA,LAS COLONIAS,SANTA FE,,,,,,
SANTA CLARA DE BUENA VISTA,8.20703E+14,8.20703E+14,-31.76579633,-61.32102364,SANTA CLARA DE BUENA VISTA,LAS COLONIAS,SANTA FE,,,,,,
EL MOJON,1.4112E+14,1.4112E+14,-30.08849498,-63.45358366,AREA SIN GOBIERNO,RIO SECO,CÓRDOBA,,,,,,
EL GUANACO,1.4112E+14,1.4112E+14,-29.95477877,-63.33326979,AREA SIN GOBIERNO,RIO SECO,CÓRDOBA,,,,,,
LA MAZA,1.4112E+14,1.4112E+14,-30.14883423,-63.71766281,AREA SIN GOBIERNO,RIO SECO,CÓRDOBA,,,,,,
SANTA CATALINA,1.4112E+14,1.4112E+14,-29.89970017,-63.5257721,AREA SIN GOBIERNO,RIO SECO,CÓRDOBA,,,,,,
LA PIEDRA BLANCA,1.4112E+14,1.4112E+14,-29.95899237,-63.82939238,AREA SIN GOBIERNO,RIO SECO,CÓRDOBA,,,,,,
AGUA DE ORO,1.4112E+14,1.4112E+14,-29.8135599,-63.75524,AREA SIN GOBIERNO,RIO SECO,CÓRDOBA,,,,,,
POZO DE MOLINA,1.4112E+14,1.4112E+14,-29.95120621,-63.0254364,AREA SIN GOBIERNO,RIO SECO,CÓRDOBA,,,,,,
POZO DEL SIMBOL,1.4112E+14,1.4112E+14,-29.85239557,-63.08607812,AREA SIN GOBIERNO,RIO SECO,CÓRDOBA,,,,,,
EL JORDAN,1.4112E+14,1.4112E+14,-29.89233017,-63.82764816,AREA SIN GOBIERNO,RIO SECO,CÓRDOBA,,,,,,
LA BARRANCA,1.4112E+14,1.4112E+14,-29.67079301,-63.72388041,AREA SIN GOBIERNO,RIO SECO,CÓRDOBA,,,,,,
POZO DE LAS OLLAS,1.4112E+14,1.4112E+14,-30.01728917,-63.05307312,AREA SIN GOBIERNO,RIO SECO,CÓRDOBA,,,,,,
PUNTA DEL MONTE,1.4112E+14,1.4112E+14,-29.72079132,-63.58204419,AREA SIN GOBIERNO,RIO SECO,CÓRDOBA,,,,,,
LA VICTORIA,1.4112E+14,1.4112E+14,-30.1392231,-63.43808746,AREA SIN GOBIERNO,RIO SECO,CÓRDOBA,,,,,,
SAN MIGUEL,1.4112E+14,1.4112E+14,-29.78716469,-63.73150635,AREA SIN GOBIERNO,RIO SECO,CÓRDOBA,,,,,,
ALTO DE FIERRO,1.4112E+14,1.4112E+14,-29.70109921,-63.61469291,AREA SIN GOBIERNO,RIO SECO,CÓRDOBA,,,,,,
SANTA ISABEL,1.4112E+14,1.4112E+14,-29.77304268,-63.45576306,AREA SIN GOBIERNO,RIO SECO,CÓRDOBA,,,,,,
LA PENCA,1.4112E+14,1.4112E+14,-30.1320698,-63.5176265,AREA SIN GOBIERNO,RIO SECO,CÓRDOBA,,,,,,
SAN ANTONIO,1.4112E+14,1.4112E+14,-29.75729439,-63.39076668,AREA SIN GOBIERNO,RIO SECO,CÓRDOBA,,,,,,
LA VICTORIA OESTE,1.4112E+14,1.4112E+14,-30.18236581,-63.48445655,AREA SIN GOBIERNO,RIO SECO,CÓRDOBA,,,,,,
CAMPO GRANDE,1.4112E+14,1.4112E+14,-30.04917014,-63.54454713,AREA SIN GOBIERNO,RIO SECO,CÓRDOBA,,,,,,
LA VICTORIA (E),1.4112E+14,1.4112E+14,-30.13508312,-63.44294093,AREA SIN GOBIERNO,RIO SECO,CÓRDOBA,,,,,,
3 DE MAYO,5.4077E+14,5.4077E+14,-26.78501255,-54.90115103,GARUHAPE,LIBERTADOR GENERAL SAN MARTÍN,MISIONES,,,,,,
GARUHAPE,5.4077E+14,5.4077E+14,-26.81868288,-54.95761201,GARUHAPE,LIBERTADOR GENERAL SAN MARTÍN,MISIONES,,,,,,
SAN MIGUEL,5.4077E+14,5.4077E+14,-26.8533367,-54.88929241,GARUHAPE,LIBERTADOR GENERAL SAN MARTÍN,MISIONES,,,,,,
PUERTO GARUHAPE,5.4077E+14,5.4077E+14,-26.79389572,-54.96649551,GARUHAPE,LIBERTADOR GENERAL SAN MARTÍN,MISIONES,,,,,,
SALSACATE,1.40771E+14,1.40771E+14,-31.31516168,-65.09102606,SALSACATE,POCHO,CÓRDOBA,,,,,,
VILLA VISO,1.40771E+14,1.40771E+14,-31.35705165,-65.10195072,SALSACATE,POCHO,CÓRDOBA,,,,,,
CASA BLANCA,1.40771E+14,1.40771E+14,-31.37372505,-65.158272,SALSACATE,POCHO,CÓRDOBA,,,,,,
TANINGA,1.40771E+14,1.40771E+14,-31.34540005,-65.08011687,SALSACATE,POCHO,CÓRDOBA,,,,,,
PUEBLO VIEJO,1.4182E+14,1.4182E+14,-32.84722519,-62.83419037,AREA SIN GOBIERNO,UNION,CÓRDOBA,,,,,,
SAN EUSEBIO,1.4182E+14,1.4182E+14,-32.2378273,-62.48749924,AREA SIN GOBIERNO,UNION,CÓRDOBA,,,,,,
LAS LAGUNITAS,1.4182E+14,1.4182E+14,-32.72463603,-62.92520088,AREA SIN GOBIERNO,UNION,CÓRDOBA,,,,,,
LA TIGRA,1.4182E+14,1.4182E+14,-32.03687222,-62.46890289,AREA SIN GOBIERNO,UNION,CÓRDOBA,,,,,,
COLONIA LA VERDE,1.4182E+14,1.4182E+14,-32.76142685,-62.4990827,AREA SIN GOBIERNO,UNION,CÓRDOBA,,,,,,
COLONIA MARCOS SASTRE,1.4182E+14,1.4182E+14,-32.53989113,-62.4171492,AREA SIN GOBIERNO,UNION,CÓRDOBA,,,,,,
CAMPO LOS CORRALITOS,1.4182E+14,1.4182E+14,-32.9425718,-62.6497689,AREA SIN GOBIERNO,UNION,CÓRDOBA,,,,,,
COLONIA EL DORADO,1.4182E+14,1.4182E+14,-33.8033612,-62.8044841,AREA SIN GOBIERNO,UNION,CÓRDOBA,,,,,,
CAMPO LOS ALGARROBOS,1.4182E+14,1.4182E+14,-32.95159581,-62.50754552,AREA SIN GOBIERNO,UNION,CÓRDOBA,,,,,,
COLONIA LA CONCORDIA,1.4182E+14,1.4182E+14,-32.6640192,-62.7458186,AREA SIN GOBIERNO,UNION,CÓRDOBA,,,,,,
SAN MELITON,1.4182E+14,1.4182E+14,-33.55144882,-62.73400497,AREA SIN GOBIERNO,UNION,CÓRDOBA,,,,,,
CAYUQUEO,1.4182E+14,1.4182E+14,-32.8009107,-63.1176321,AREA SIN GOBIERNO,UNION,CÓRDOBA,,,,,,
CAMPO COSTA,1.4182E+14,1.4182E+14,-33.4792553,-62.9564065,AREA SIN GOBIERNO,UNION,CÓRDOBA,,,,,,
COLONIA LA UNION,1.4182E+14,1.4182E+14,-32.97055816,-62.86825557,AREA SIN GOBIERNO,UNION,CÓRDOBA,,,,,,
LA HERRADURA,1.4182E+14,1.4182E+14,-32.54858018,-63.11960014,AREA SIN GOBIERNO,UNION,CÓRDOBA,,,,,,
SAN SEVERO,1.4182E+14,1.4182E+14,-33.53832547,-63.04792768,AREA SIN GOBIERNO,UNION,CÓRDOBA,,,,,,
CAMPO SANTA RITA,1.4182E+14,1.4182E+14,-32.66210149,-62.4508944,AREA SIN GOBIERNO,UNION,CÓRDOBA,,,,,,
COLONIA 10 DE MAYO,1.4182E+14,1.4182E+14,-32.52011289,-62.50792335,AREA SIN GOBIERNO,UNION,CÓRDOBA,,,,,,
COLONIA EL BALQUIN,1.4182E+14,1.4182E+14,-33.594585,-62.9826062,AREA SIN GOBIERNO,UNION,CÓRDOBA,,,,,,
COLONIA EL PIQUILLIN,1.4182E+14,1.4182E+14,-32.7836607,-62.8077245,AREA SIN GOBIERNO,UNION,CÓRDOBA,,,,,,
COLONIA CORRAL DEL BAJO,1.4182E+14,1.4182E+14,-32.0755992,-62.800031,AREA SIN GOBIERNO,UNION,CÓRDOBA,,,,,,
CAMPO LAS CHACRAS,1.4182E+14,1.4182E+14,-32.7740956,-62.72142397,AREA SIN GOBIERNO,UNION,CÓRDOBA,,,,,,
CUATRO CAMINOS,1.4182E+14,1.4182E+14,-32.71482226,-62.59230077,AREA SIN GOBIERNO,UNION,CÓRDOBA,,,,,,
POTRO MUERTO,1.4182E+14,1.4182E+14,-32.12021937,-62.4280296,AREA SIN GOBIERNO,UNION,CÓRDOBA,,,,,,
EL UCLE,1.4182E+14,1.4182E+14,-32.10600775,-62.66222929,AREA SIN GOBIERNO,UNION,CÓRDOBA,,,,,,
CORRAL DEL BAJO,1.4182E+14,1.4182E+14,-32.07373047,-62.80303574,AREA SIN GOBIERNO,UNION,CÓRDOBA,,,,,,
CAMPO VIONNET,1.4182E+14,1.4182E+14,-32.47595547,-63.02852347,AREA SIN GOBIERNO,UNION,CÓRDOBA,,,,,,
COLONIA PICO CHACO,1.4182E+14,1.4182E+14,-32.38023581,-62.78954648,AREA SIN GOBIERNO,UNION,CÓRDOBA,,,,,,
RAMON J. CARCANO,1.4182E+14,1.4182E+14,-32.49110891,-63.10280751,AREA SIN GOBIERNO,UNION,CÓRDOBA,,,,,,
COLONIA LA LOLA,1.4182E+14,1.4182E+14,-33.73089562,-62.78514867,AREA SIN GOBIERNO,UNION,CÓRDOBA,,,,,,
COLONIA LA CELINA,1.4182E+14,1.4182E+14,-33.7998069,-62.9152446,AREA SIN GOBIERNO,UNION,CÓRDOBA,,,,,,
COLONIA EL DESCANSO,1.4182E+14,1.4182E+14,-32.18816605,-62.72288296,AREA SIN GOBIERNO,UNION,CÓRDOBA,,,,,,
CNIA NORTE,1.4182E+14,1.4182E+14,-32.5153117,-62.8032808,AREA SIN GOBIERNO,UNION,CÓRDOBA,,,,,,
COLONIA ESPERANZA,1.4182E+14,1.4182E+14,-32.6391643,-62.8533637,AREA SIN GOBIERNO,UNION,CÓRDOBA,,,,,,
COLONIA CORRAL DE GUARDIA,1.4182E+14,1.4182E+14,-32.03238132,-62.63168946,AREA SIN GOBIERNO,UNION,CÓRDOBA,,,,,,
CAMPO SANTA ELENA,1.4182E+14,1.4182E+14,-33.13712349,-62.95998299,AREA SIN GOBIERNO,UNION,CÓRDOBA,,,,,,
COLONIA LA LEONCITA,1.4182E+14,1.4182E+14,-32.11839412,-62.56281224,AREA SIN GOBIERNO,UNION,CÓRDOBA,,,,,,
CAMPO SAN ELIAS,1.4182E+14,1.4182E+14,-33.23423419,-62.87657158,AREA SIN GOBIERNO,UNION,CÓRDOBA,,,,,,
CAMPO LA LUISITA,1.4182E+14,1.4182E+14,-32.9980972,-62.7185441,AREA SIN GOBIERNO,UNION,CÓRDOBA,,,,,,
CAMPO LOS GALGOS,1.4182E+14,1.4182E+14,-33.15262159,-62.68229109,AREA SIN GOBIERNO,UNION,CÓRDOBA,,,,,,
CAMPO CRESPO-P/BALLESTERS,1.4182E+14,1.4182E+14,-32.4378502,-62.9397616,AREA SIN GOBIERNO,UNION,CÓRDOBA,,,,,,
CAMPO YANZI,1.4182E+14,1.4182E+14,-32.46431231,-62.74252904,AREA SIN GOBIERNO,UNION,CÓRDOBA,,,,,,
COLONIA SANTA RITA,1.4182E+14,1.4182E+14,-33.03656328,-63.019451,AREA SIN GOBIERNO,UNION,CÓRDOBA,,,,,,
LUCA,1.4042E+14,1.4042E+14,-32.54019796,-63.47625364,LUCA,GENERAL SAN MARTIN,CÓRDOBA,,,,,,
ENRIQUE CARBO,3.0056E+14,3.0056E+14,-33.14784836,-59.20894011,ENRIQUE CARBO,GUALEGUAYCHU,ENTRE RÍOS,,,,,,
ALARCON,3.0056E+14,3.0056E+14,-33.15450509,-58.98890113,ENRIQUE CARBO,GUALEGUAYCHU,ENTRE RÍOS,,,,,,
GENERAL RACEDO,3.00219E+14,3.00219E+14,-31.98401645,-60.40839123,EL CARMEN - ESTACION RACEDO,DIAMANTE,ENTRE RÍOS,,,,,,
CARCEL,3.80986E+14,3.80986E+14,-23.81740761,-65.53327179,TUMBAYA,TUMBAYA,JUJUY,,,,,,
PUNTA CORRAL,3.80986E+14,3.80986E+14,-23.71728325,-65.3873291,TUMBAYA,TUMBAYA,JUJUY,,,,,,
COIRURO,3.80986E+14,3.80986E+14,-23.88771629,-65.45774078,TUMBAYA,TUMBAYA,JUJUY,,,,,,
AGUA BENDITA,3.80986E+14,3.80986E+14,-23.83205605,-65.47557831,TUMBAYA,TUMBAYA,JUJUY,,,,,,
TUMBAYA,3.80986E+14,3.80986E+14,-23.85230341,-65.46725467,TUMBAYA,TUMBAYA,JUJUY,,,,,,
TUMBAYA GRANDE,3.80986E+14,3.80986E+14,-23.83077,-65.48998,TUMBAYA,TUMBAYA,JUJUY,,,,,,
LEONES,1.40631E+14,1.40631E+14,-32.65839141,-62.29991463,LEONES,MARCOS JUAREZ,CÓRDOBA,,,,,,
EL PALMAR,2.2063E+14,2.2063E+14,-25.2898669,-60.68620893,MIRAFLORES,GENERAL GUEMES,CHACO,,,,,,
GUEMES,2.2063E+14,2.2063E+14,-25.77302557,-60.81551973,MIRAFLORES,GENERAL GUEMES,CHACO,,,,,,
LA ARMONIA,2.2063E+14,2.2063E+14,-25.18170007,-61.09499711,MIRAFLORES,GENERAL GUEMES,CHACO,,,,,,
EL QUEBRACHO,2.2063E+14,2.2063E+14,-25.23779092,-61.28037249,MIRAFLORES,GENERAL GUEMES,CHACO,,,,,,
LOTE 126,2.2063E+14,2.2063E+14,-25.67820965,-60.95518998,MIRAFLORES,GENERAL GUEMES,CHACO,,,,,,
EL DESCANSO,2.2063E+14,2.2063E+14,-25.64091118,-61.01546461,MIRAFLORES,GENERAL GUEMES,CHACO,,,,,,
LA GRINGA,2.2063E+14,2.2063E+14,-25.3091259,-60.98751068,MIRAFLORES,GENERAL GUEMES,CHACO,,,,,,
LOS CIENAGOS,2.2063E+14,2.2063E+14,-25.14161515,-61.25801094,MIRAFLORES,GENERAL GUEMES,CHACO,,,,,,
4 DE FEBRERO,2.2063E+14,2.2063E+14,-25.57410369,-60.79186937,MIRAFLORES,GENERAL GUEMES,CHACO,,,,,,
LOS PEREYRAS,2.2063E+14,2.2063E+14,-25.47515938,-61.1766573,MIRAFLORES,GENERAL GUEMES,CHACO,,,,,,
